customer_id,company_name,industry,company_size,country_name,signup_date,signup_source,is_active,churned_at,churn_reason,nps_score,created_at,plan_id,status,billing_cycle,mrr_usd,discount_pct,cancellation_reason,start_date,end_date,plan_name,plan_tier,monthly_price_usd,total_events,unique_days_active,avg_session_dur_sec,unique_features,engagement_score,total_tickets,escalated_count,avg_satisfaction,lifetime_value,is_churned
12,QuarkDev,Manufacturing,small,Japan,2024-10-27 00:00:00+00:00,referral,True,,none,7.0,2026-03-22 03:05:22.902197+00:00,6.0,active,monthly,99.0,0.0,none,2024-10-27 00:00:00+00:00,,Enterprise,enterprise,99.0,28,21,1289.5416666666667,14,23.2,6.0,1.0,5.0,1997.86,0
13,Vertex Labs,Real Estate,medium,United Kingdom,2025-07-16 00:00:00+00:00,referral,False,2025-09-16 01:57:15+00:00,Switched to competitor,1.0,2026-03-22 03:05:22.902197+00:00,1.0,cancelled,monthly,0.0,0.0,Switched competitor,2025-07-16 00:00:00+00:00,2025-09-16 00:00:00+00:00,Free,free,0.0,17,14,1826.0,9,17.99,1.0,0.0,3.0,616.23,1
14,Keen Ventures,Consulting,small,Canada,2024-02-25 00:00:00+00:00,referral,True,,none,7.0,2026-03-22 03:05:22.902197+00:00,6.0,active,annual,74.25,10.0,none,2025-05-17 00:00:00+00:00,,Enterprise,enterprise,99.0,30,22,1570.9166666666667,13,25.14,7.0,2.0,4.0,3220.7999999999997,0
15,DataLogic,Insurance,enterprise,United States,2024-04-18 00:00:00+00:00,referral,True,,none,7.0,2026-03-22 03:05:22.902197+00:00,2.0,active,monthly,12.0,0.0,none,2024-04-18 00:00:00+00:00,,Starter,starter,12.0,21,18,1917.578947368421,10,21.19,5.0,0.0,3.5,1801.1100000000001,0
16,Iris Labs,Healthcare,enterprise,United Kingdom,2023-06-18 00:00:00+00:00,event,True,,none,7.0,2026-03-22 03:05:22.902197+00:00,2.0,active,annual,10.0,0.0,none,2023-06-18 00:00:00+00:00,,Starter,starter,12.0,26,24,1932.842105263158,10,25.04,6.0,0.0,4.0,519.45,0
17,DriftCloud,Legal,enterprise,Japan,2024-08-16 00:00:00+00:00,organic,True,,none,6.0,2026-03-22 03:05:22.902197+00:00,2.0,active,monthly,9.6,20.0,none,2025-04-02 00:00:00+00:00,,Starter,starter,12.0,31,26,1624.2380952380952,13,26.91,7.0,0.0,4.333333333333333,267.53,0
18,LinkIO,Retail,medium,United States,2025-06-01 00:00:00+00:00,partner,True,,none,10.0,2026-03-22 03:05:22.902197+00:00,4.0,active,monthly,39.0,0.0,none,2025-06-01 00:00:00+00:00,,Professional,professional,39.0,26,23,2006.0,11,25.09,4.0,0.0,0.0,1785.98,0
19,Flow Corp,Logistics,medium,Brazil,2024-02-10 00:00:00+00:00,referral,False,2025-07-25 09:00:24+00:00,Poor support experience,8.0,2026-03-22 03:05:22.902197+00:00,4.0,cancelled,annual,32.5,0.0,none,2025-01-26 00:00:00+00:00,2025-07-25 00:00:00+00:00,Professional,professional,39.0,30,23,2115.875,11,27.05,3.0,1.0,0.0,2886.65,1
20,AcmeHQ,Real Estate,small,United States,2025-06-19 00:00:00+00:00,event,True,,none,7.0,2026-03-22 03:05:22.902197+00:00,6.0,active,annual,82.5,0.0,none,2025-06-19 00:00:00+00:00,,Enterprise,enterprise,99.0,23,22,2385.266666666667,11,24.85,3.0,1.0,0.0,1316.6,0
21,NexusStack,Logistics,enterprise,Japan,2023-04-20 00:00:00+00:00,partner,True,,none,6.0,2026-03-22 03:05:22.902197+00:00,4.0,active,monthly,39.0,0.0,none,2023-04-20 00:00:00+00:00,,Professional,professional,39.0,25,20,1695.909090909091,13,22.95,0.0,0.0,0.0,821.03,0
22,Onyx Analytics,Media,medium,Germany,2023-12-08 00:00:00+00:00,event,True,,none,7.0,2026-03-22 03:05:22.902197+00:00,5.0,active,annual,49.17,0.0,none,2023-12-08 00:00:00+00:00,,Professional Plus,professional,59.0,26,22,1949.8947368421052,13,24.8,7.0,0.0,5.0,696.78,0
23,KitePro,Legal,medium,Japan,2025-05-04 00:00:00+00:00,organic,True,,none,7.0,2026-03-22 03:05:22.902197+00:00,6.0,cancelled,annual,82.5,0.0,Not using it,2025-05-04 00:00:00+00:00,2025-09-11 00:00:00+00:00,Enterprise,enterprise,99.0,24,20,1864.5555555555557,12,23.02,4.0,0.0,5.0,896.6600000000001,0
24,TidalStudio,Insurance,enterprise,United States,2025-06-24 00:00:00+00:00,paid_ads,True,,none,7.0,2026-03-22 03:05:22.902197+00:00,3.0,active,annual,15.83,0.0,none,2025-06-24 00:00:00+00:00,,Starter Plus,starter,19.0,19,18,2194.5555555555557,11,21.42,8.0,1.0,4.666666666666667,564.05,0
25,PulseSolutions,Insurance,small,Australia,2025-06-03 00:00:00+00:00,referral,True,,none,4.0,2026-03-22 03:05:22.902197+00:00,1.0,active,monthly,0.0,25.0,none,2025-06-03 00:00:00+00:00,,Free,free,0.0,24,22,1634.7,13,22.95,1.0,0.0,4.0,1975.15,0
26,YieldAI,E-commerce,small,Canada,2023-07-17 00:00:00+00:00,event,True,,none,2.0,2026-03-22 03:05:22.902197+00:00,6.0,active,monthly,99.0,0.0,none,2023-12-01 00:00:00+00:00,,Enterprise,enterprise,99.0,24,17,1741.6190476190477,11,21.61,7.0,2.0,4.333333333333333,3011.64,0
27,WaveStack,Logistics,enterprise,Japan,2023-09-29 00:00:00+00:00,organic,False,2025-02-03 08:53:39+00:00,Budget cuts,6.0,2026-03-22 03:05:22.902197+00:00,4.0,cancelled,annual,32.5,0.0,Switched competitor,2024-09-22 00:00:00+00:00,2025-02-03 00:00:00+00:00,Professional,professional,39.0,22,17,1830.357142857143,12,21.2,5.0,1.0,5.0,3489.52,1
28,Keen Software,Education,small,France,2023-03-13 00:00:00+00:00,organic,True,,none,7.0,2026-03-22 03:05:22.902197+00:00,3.0,active,monthly,19.0,0.0,none,2024-01-12 00:00:00+00:00,,Starter Plus,starter,19.0,26,18,1643.125,10,22.28,2.0,0.0,1.0,2071.79,0
29,QuestSystems,Education,medium,Germany,2024-03-06 00:00:00+00:00,paid_ads,True,,none,9.0,2026-03-22 03:05:22.902197+00:00,3.0,expired,monthly,19.0,0.0,Company reorganization,2024-12-20 00:00:00+00:00,2025-06-05 00:00:00+00:00,Starter Plus,starter,19.0,21,17,1349.8235294117646,11,19.1,7.0,0.0,3.0,326.77,0
30,NexusVentures,Media,enterprise,United States,2024-04-21 00:00:00+00:00,referral,True,,none,7.0,2026-03-22 03:05:22.902197+00:00,2.0,active,monthly,12.0,0.0,none,2024-04-21 00:00:00+00:00,,Starter,starter,12.0,12,9,2287.909090909091,7,15.83,5.0,0.0,0.0,4572.34,0
31,VineSolutions,Education,medium,Singapore,2023-08-19 00:00:00+00:00,referral,True,,none,2.0,2026-03-22 03:05:22.902197+00:00,4.0,active,monthly,39.0,0.0,none,2023-08-19 00:00:00+00:00,,Professional,professional,39.0,18,17,1607.076923076923,11,18.76,7.0,0.0,4.0,2323.3,0
32,Arc Stack,Real Estate,small,France,2025-05-31 00:00:00+00:00,paid_ads,True,,none,7.0,2026-03-22 03:05:22.902197+00:00,3.0,active,annual,15.83,0.0,none,2025-05-31 00:00:00+00:00,,Starter Plus,starter,19.0,15,14,1543.6153846153845,10,16.35,7.0,1.0,3.3333333333333335,441.08,0
33,SageDev,Media,small,United States,2025-08-30 00:00:00+00:00,organic,True,,none,9.0,2026-03-22 03:05:22.902197+00:00,5.0,active,monthly,59.0,0.0,none,2025-08-30 00:00:00+00:00,,Professional Plus,professional,59.0,16,13,1270.0833333333333,6,15.13,3.0,0.0,0.0,247.64999999999998,0
34,JadeHQ,Legal,enterprise,Canada,2024-06-17 00:00:00+00:00,event,True,,none,7.0,2026-03-22 03:05:22.902197+00:00,4.0,active,monthly,33.15,15.0,none,2025-02-04 00:00:00+00:00,,Professional,professional,39.0,23,18,1844.2777777777778,11,21.85,2.0,0.0,4.0,274.15000000000003,0
35,PulseAnalytics,Telecommunications,medium,United States,2024-02-22 00:00:00+00:00,organic,True,,none,2.0,2026-03-22 03:05:22.902197+00:00,2.0,active,annual,10.0,0.0,none,2024-02-22 00:00:00+00:00,,Starter,starter,12.0,25,22,1938.3,10,24.06,6.0,0.0,5.0,560.6,0
36,YieldHub,Legal,small,Brazil,2025-09-03 00:00:00+00:00,partner,True,,none,9.0,2026-03-22 03:05:22.902197+00:00,5.0,active,monthly,59.0,0.0,none,2025-09-03 00:00:00+00:00,,Professional Plus,professional,59.0,21,14,1343.0,11,18.18,5.0,0.0,5.0,502.38,0
37,Flux Labs,Manufacturing,small,Singapore,2025-10-01 00:00:00+00:00,organic,True,,none,7.0,2026-03-22 03:05:22.902197+00:00,4.0,active,monthly,39.0,0.0,none,2025-12-01 00:00:00+00:00,,Professional,professional,39.0,27,24,1833.3809523809523,11,25.21,5.0,0.0,3.0,1456.33,0
38,FlowStack,Retail,medium,United States,2025-06-19 00:00:00+00:00,organic,True,,none,7.0,2026-03-22 03:05:22.902197+00:00,6.0,active,annual,82.5,0.0,none,2025-09-16 00:00:00+00:00,,Enterprise,enterprise,99.0,33,25,1850.4074074074074,12,28.07,2.0,0.0,0.0,539.0699999999999,0
39,QuarkTech,Legal,medium,United States,2025-08-30 00:00:00+00:00,paid_ads,True,,none,7.0,2026-03-22 03:05:22.902197+00:00,1.0,active,monthly,0.0,0.0,none,2025-08-30 00:00:00+00:00,,Free,free,0.0,30,22,1519.7142857142858,12,24.87,9.0,0.0,3.0,935.61,0
40,PulseDigital,Healthcare,medium,United Kingdom,2025-02-04 00:00:00+00:00,paid_ads,True,,none,7.0,2026-03-22 03:05:22.902197+00:00,2.0,active,annual,10.0,0.0,none,2025-02-04 00:00:00+00:00,,Starter,starter,12.0,18,17,1648.0,12,18.99,6.0,1.0,3.0,4933.12,0
41,TidalSystems,Telecommunications,small,Brazil,2025-04-30 00:00:00+00:00,referral,True,,none,9.0,2026-03-22 03:05:22.902197+00:00,2.0,active,monthly,12.0,0.0,none,2025-04-30 00:00:00+00:00,,Starter,starter,12.0,21,16,1749.7777777777778,10,20.03,4.0,1.0,2.6666666666666665,3401.2400000000002,0
42,KeenAI,Manufacturing,large,India,2025-09-10 00:00:00+00:00,referral,True,,none,7.0,2026-03-22 03:05:22.902197+00:00,5.0,active,annual,49.17,0.0,none,2025-09-10 00:00:00+00:00,,Professional Plus,professional,59.0,14,14,1542.4166666666667,10,15.94,9.0,2.0,4.0,1058.92,0
43,TrekDigital,Legal,medium,Singapore,2025-04-25 00:00:00+00:00,referral,True,,none,9.0,2026-03-22 03:05:22.902197+00:00,1.0,active,monthly,0.0,0.0,none,2025-10-28 00:00:00+00:00,,Free,free,0.0,25,19,1410.7727272727273,11,21.5,4.0,0.0,0.0,1264.9499999999998,0
44,Drift Ventures,Real Estate,large,Australia,2025-03-27 00:00:00+00:00,event,True,,none,8.0,2026-03-22 03:05:22.902197+00:00,1.0,active,monthly,0.0,25.0,none,2025-10-06 00:00:00+00:00,,Free,free,0.0,29,21,1765.85,12,24.99,3.0,0.0,4.0,968.06,0
45,JadeLabs,E-commerce,small,United Kingdom,2024-05-17 00:00:00+00:00,organic,True,,none,6.0,2026-03-22 03:05:22.902197+00:00,1.0,active,monthly,0.0,0.0,none,2024-05-17 00:00:00+00:00,,Free,free,0.0,31,26,1556.423076923077,12,26.59,4.0,0.0,4.0,693.3,0
46,SagePlatform,Real Estate,small,Canada,2024-12-20 00:00:00+00:00,partner,True,,none,5.0,2026-03-22 03:05:22.902197+00:00,1.0,active,annual,0.0,0.0,none,2024-12-20 00:00:00+00:00,,Free,free,0.0,24,16,1802.6,13,21.71,2.0,0.0,0.0,2585.15,0
47,UltraSystems,Insurance,large,United States,2024-06-21 00:00:00+00:00,partner,True,,none,7.0,2026-03-22 03:05:22.902197+00:00,3.0,active,monthly,19.0,0.0,none,2025-02-18 00:00:00+00:00,,Starter Plus,starter,19.0,19,15,1799.4666666666667,8,18.9,1.0,0.0,0.0,706.8,0
48,SyncPlatform,Education,small,France,2025-08-24 00:00:00+00:00,event,False,2025-10-29 13:03:59+00:00,Not enough users,0.0,2026-03-22 03:05:22.902197+00:00,6.0,cancelled,annual,70.12,15.0,Missing features,2025-12-28 00:00:00+00:00,2025-10-29 00:00:00+00:00,Enterprise,enterprise,99.0,26,17,1656.05,11,22.12,2.0,1.0,4.0,605.01,1
49,EchoIO,Finance,small,Germany,2024-10-06 00:00:00+00:00,event,True,,none,9.0,2026-03-22 03:05:22.902197+00:00,1.0,active,monthly,0.0,0.0,none,2024-10-06 00:00:00+00:00,,Free,free,0.0,18,14,1606.6923076923076,10,17.76,8.0,0.0,3.0,959.98,0
50,Warp Corp,Real Estate,medium,Brazil,2024-08-25 00:00:00+00:00,referral,True,,none,8.0,2026-03-22 03:05:22.902197+00:00,1.0,active,annual,0.0,0.0,none,2025-04-03 00:00:00+00:00,,Free,free,0.0,21,18,1357.5294117647059,10,19.33,4.0,0.0,0.0,473.82,0
51,WarpSoftware,Education,large,United States,2024-12-06 00:00:00+00:00,event,True,,none,5.0,2026-03-22 03:05:22.902197+00:00,3.0,active,annual,15.83,0.0,none,2024-12-06 00:00:00+00:00,,Starter Plus,starter,19.0,27,22,1937.8695652173913,13,25.16,3.0,0.0,4.0,506.6,0
52,Orbit Analytics,Insurance,enterprise,Singapore,2024-10-25 00:00:00+00:00,event,False,2025-03-07 03:52:26+00:00,No longer needed,0.0,2026-03-22 03:05:22.902197+00:00,1.0,cancelled,annual,0.0,25.0,Missing features,2024-10-25 00:00:00+00:00,2025-03-07 00:00:00+00:00,Free,free,0.0,21,15,1859.4117647058824,12,20.3,2.0,0.0,0.0,389.83,1
53,MistPro,Telecommunications,small,Canada,2024-05-20 00:00:00+00:00,organic,True,,none,10.0,2026-03-22 03:05:22.902197+00:00,1.0,active,annual,0.0,0.0,none,2024-12-20 00:00:00+00:00,,Free,free,0.0,27,19,1548.85,14,23.06,5.0,0.0,4.0,3871.9599999999996,0
54,Orbit Ops,Retail,enterprise,Brazil,2025-02-20 00:00:00+00:00,event,True,,none,8.0,2026-03-22 03:05:22.902197+00:00,1.0,active,monthly,0.0,0.0,none,2025-02-20 00:00:00+00:00,,Free,free,0.0,26,19,1825.391304347826,12,23.38,4.0,1.0,0.0,2201.7599999999998,0
55,LunaVentures,Retail,medium,United States,2023-12-04 00:00:00+00:00,organic,True,,none,8.0,2026-03-22 03:05:22.902197+00:00,4.0,active,monthly,31.2,20.0,none,2024-05-31 00:00:00+00:00,,Professional,professional,39.0,19,16,1952.5,9,19.81,4.0,0.0,2.0,1404.44,0
56,Flow Works,Education,small,United States,2024-07-09 00:00:00+00:00,referral,True,,none,7.0,2026-03-22 03:05:22.902197+00:00,5.0,active,monthly,59.0,0.0,none,2025-03-08 00:00:00+00:00,,Professional Plus,professional,59.0,21,18,1500.5882352941176,11,19.9,7.0,0.0,4.0,1874.23,0
57,OnyxHQ,E-commerce,small,Japan,2024-10-07 00:00:00+00:00,organic,True,,none,4.0,2026-03-22 03:05:22.902197+00:00,4.0,active,annual,32.5,0.0,none,2024-10-07 00:00:00+00:00,,Professional,professional,39.0,22,20,1782.421052631579,9,21.64,9.0,1.0,3.0,375.15,0
58,Hub HQ,Healthcare,large,United States,2025-09-30 00:00:00+00:00,partner,True,,none,4.0,2026-03-22 03:05:22.902197+00:00,3.0,active,monthly,19.0,0.0,none,2025-09-30 00:00:00+00:00,,Starter Plus,starter,19.0,23,18,1490.8235294117646,11,20.67,5.0,1.0,3.0,913.9300000000001,0
59,MistDev,Finance,enterprise,United States,2023-01-03 00:00:00+00:00,referral,True,,none,8.0,2026-03-22 03:05:22.902197+00:00,2.0,active,monthly,12.0,0.0,none,2023-01-03 00:00:00+00:00,,Starter,starter,12.0,29,24,1833.3636363636363,13,26.21,5.0,1.0,0.0,1749.84,0
60,JetHQ,Marketing,small,Japan,2023-09-02 00:00:00+00:00,organic,True,,none,9.0,2026-03-22 03:05:22.902197+00:00,5.0,active,monthly,59.0,0.0,none,2024-08-08 00:00:00+00:00,,Professional Plus,professional,59.0,26,24,1869.4347826086957,13,25.13,5.0,0.0,4.0,990.97,0
61,UltraPro,Telecommunications,enterprise,Australia,2023-02-07 00:00:00+00:00,referral,False,2025-09-10 19:31:16+00:00,Company closed,7.0,2026-03-22 03:05:22.902197+00:00,1.0,cancelled,monthly,0.0,0.0,Switched competitor,2023-02-07 00:00:00+00:00,2025-09-10 00:00:00+00:00,Free,free,0.0,35,26,1686.4444444444443,13,28.72,6.0,2.0,4.0,732.86,1
62,GridDev,Technology,large,United States,2024-12-10 00:00:00+00:00,organic,True,,none,6.0,2026-03-22 03:05:22.902197+00:00,3.0,active,monthly,16.15,15.0,none,2025-08-24 00:00:00+00:00,,Starter Plus,starter,19.0,24,20,1807.15,12,22.82,4.0,0.0,3.0,33.96,0
63,UltraStack,Insurance,medium,Japan,2025-02-03 00:00:00+00:00,referral,False,2025-04-12 05:33:23+00:00,none,7.0,2026-03-22 03:05:22.902197+00:00,4.0,cancelled,monthly,39.0,0.0,Switched competitor,2025-06-29 00:00:00+00:00,2025-04-12 00:00:00+00:00,Professional,professional,39.0,34,28,1756.4583333333333,13,29.15,8.0,0.0,0.0,1762.92,1
64,CoreSolutions,Telecommunications,small,United States,2024-06-27 00:00:00+00:00,paid_ads,True,,none,7.0,2026-03-22 03:05:22.902197+00:00,2.0,active,annual,10.0,0.0,none,2024-06-27 00:00:00+00:00,,Starter,starter,12.0,31,28,1776.76,12,27.92,0.0,0.0,0.0,427.07,0
65,Yield Group,Logistics,small,Canada,2023-01-10 00:00:00+00:00,paid_ads,True,,none,6.0,2026-03-22 03:05:22.902197+00:00,1.0,active,annual,0.0,15.0,none,2023-01-10 00:00:00+00:00,,Free,free,0.0,24,22,1961.8636363636363,11,23.84,2.0,0.0,0.0,985.3199999999999,0
66,EdgeHQ,Real Estate,small,Singapore,2025-05-23 00:00:00+00:00,event,True,,none,8.0,2026-03-22 03:05:22.902197+00:00,1.0,active,monthly,0.0,0.0,none,2025-05-23 00:00:00+00:00,,Free,free,0.0,27,20,2045.2,12,24.82,3.0,1.0,0.0,2189.2,0
67,Quest Logic,Education,small,Brazil,2025-05-02 00:00:00+00:00,organic,True,,none,9.0,2026-03-22 03:05:22.902197+00:00,1.0,active,monthly,0.0,0.0,none,2025-05-02 00:00:00+00:00,,Free,free,0.0,26,20,1910.3809523809523,13,24.07,5.0,0.0,1.0,6615.02,0
68,Quark Ops,Insurance,large,Singapore,2024-03-27 00:00:00+00:00,organic,False,2025-02-03 09:30:22+00:00,none,8.0,2026-03-22 03:05:22.902197+00:00,6.0,cancelled,annual,82.5,0.0,Budget cuts,2024-03-27 00:00:00+00:00,2025-02-03 00:00:00+00:00,Enterprise,enterprise,99.0,29,22,1857.7727272727273,13,25.69,3.0,0.0,4.0,1611.27,1
69,Ion Dynamics,Telecommunications,small,Japan,2023-10-30 00:00:00+00:00,referral,True,,none,3.0,2026-03-22 03:05:22.902197+00:00,1.0,active,annual,0.0,0.0,none,2023-10-30 00:00:00+00:00,,Free,free,0.0,27,25,1964.2727272727273,9,25.75,8.0,0.0,4.666666666666667,1977.18,0
70,JetHub,Retail,large,France,2024-02-09 00:00:00+00:00,event,False,2025-04-30 18:25:58+00:00,Switched to competitor,5.0,2026-03-22 03:05:22.902197+00:00,4.0,cancelled,monthly,39.0,0.0,Company reorganization,2024-12-20 00:00:00+00:00,2025-04-30 00:00:00+00:00,Professional,professional,39.0,23,16,1876.142857142857,11,21.35,8.0,0.0,4.25,362.8,1
71,LinkLogic,Marketing,small,Singapore,2024-09-16 00:00:00+00:00,event,True,,none,9.0,2026-03-22 03:05:22.902197+00:00,7.0,active,monthly,199.0,0.0,none,2025-08-02 00:00:00+00:00,,Enterprise Custom,enterprise,199.0,20,17,2007.5,10,20.79,9.0,4.0,3.5,2521.9,0
72,Cloud AI,Education,medium,United States,2025-08-30 00:00:00+00:00,organic,True,,none,7.0,2026-03-22 03:05:22.902197+00:00,2.0,active,monthly,12.0,0.0,none,2025-10-30 00:00:00+00:00,,Starter,starter,12.0,27,21,2012.7727272727273,13,25.11,8.0,0.0,4.0,1692.21,0
73,LinkPro,Telecommunications,medium,Singapore,2024-01-15 00:00:00+00:00,organic,True,,none,5.0,2026-03-22 03:05:22.902197+00:00,2.0,active,monthly,9.6,20.0,none,2024-01-15 00:00:00+00:00,,Starter,starter,12.0,24,21,1441.7058823529412,12,21.91,5.0,0.0,4.666666666666667,1877.34,0
74,GridOps,Telecommunications,large,India,2023-08-06 00:00:00+00:00,organic,True,,none,1.0,2026-03-22 03:05:22.902197+00:00,3.0,active,annual,15.83,0.0,none,2023-08-06 00:00:00+00:00,,Starter Plus,starter,19.0,28,18,2193.740740740741,11,25.01,3.0,1.0,0.0,983.71,0
75,NovaTech,Media,small,Brazil,2024-09-02 00:00:00+00:00,referral,False,2025-01-22 09:10:45+00:00,No longer needed,6.0,2026-03-22 03:05:22.902197+00:00,1.0,cancelled,monthly,0.0,0.0,Missing features,2024-09-02 00:00:00+00:00,2025-01-22 00:00:00+00:00,Free,free,0.0,18,16,1490.75,11,18.07,6.0,0.0,4.0,286.04,1
76,Wave Platform,Real Estate,small,United States,2023-03-07 00:00:00+00:00,referral,True,,none,7.0,2026-03-22 03:05:22.902197+00:00,2.0,active,annual,10.0,0.0,none,2023-10-21 00:00:00+00:00,,Starter,starter,12.0,18,15,2098.785714285714,12,19.9,6.0,0.0,5.0,3373.81,0
77,Nexus AI,Legal,enterprise,Singapore,2025-05-17 00:00:00+00:00,referral,True,,none,7.0,2026-03-22 03:05:22.902197+00:00,4.0,active,monthly,39.0,0.0,none,2025-08-02 00:00:00+00:00,,Professional,professional,39.0,27,17,2340.5,10,24.7,2.0,0.0,5.0,458.78999999999996,0
78,Rush Group,Logistics,medium,Japan,2024-09-11 00:00:00+00:00,referral,True,,none,7.0,2026-03-22 03:05:22.902197+00:00,5.0,active,monthly,59.0,0.0,none,2024-09-11 00:00:00+00:00,,Professional Plus,professional,59.0,20,16,2054.266666666667,10,20.65,3.0,0.0,2.0,462.87,0
79,PeakStack,Media,large,United Kingdom,2025-01-17 00:00:00+00:00,organic,False,2025-07-31 17:43:43+00:00,Company closed,7.0,2026-03-22 03:05:22.902197+00:00,4.0,cancelled,annual,32.5,0.0,Company reorganization,2025-01-17 00:00:00+00:00,2025-07-31 00:00:00+00:00,Professional,professional,39.0,27,23,1859.2,14,25.3,9.0,0.0,4.0,730.76,1
80,JetOps,Healthcare,small,United States,2024-08-23 00:00:00+00:00,organic,True,,none,8.0,2026-03-22 03:05:22.902197+00:00,5.0,active,monthly,59.0,0.0,none,2024-08-23 00:00:00+00:00,,Professional Plus,professional,59.0,40,31,2034.78125,13,33.38,7.0,0.0,3.0,321.99,0
81,WaveOps,Manufacturing,enterprise,France,2023-06-08 00:00:00+00:00,organic,True,,none,3.0,2026-03-22 03:05:22.902197+00:00,5.0,active,monthly,47.2,20.0,none,2023-12-15 00:00:00+00:00,,Professional Plus,professional,59.0,31,25,1790.6363636363637,12,27.07,4.0,0.0,0.0,1866.8000000000002,0
82,Orbit Corp,Retail,medium,Brazil,2023-10-07 00:00:00+00:00,organic,True,,none,6.0,2026-03-22 03:05:22.902197+00:00,4.0,active,monthly,39.0,0.0,none,2023-10-07 00:00:00+00:00,,Professional,professional,39.0,30,25,1653.75,12,26.21,3.0,1.0,0.0,1213.56,0
83,LunaDigital,Manufacturing,small,United States,2024-03-05 00:00:00+00:00,organic,True,,none,6.0,2026-03-22 03:05:22.902197+00:00,1.0,active,monthly,0.0,0.0,none,2024-03-05 00:00:00+00:00,,Free,free,0.0,35,24,1953.6666666666667,12,28.91,7.0,1.0,3.6666666666666665,1193.01,0
